duration,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
58650908.0,40.0,11.0,15728685.0,15704200.0,586509.08,802748.767123288,2149930.90835617,2493136.61858388,2.983756023,1239.3499517518,11.0,15678577.0,337074.183908046,1648789.78173826,1132637.0,5320862.0,16350400.0,4904282.49139544,1000505.0,4787902.36363636,15678577.0,4862059.66084578,CHAT
235363.0,25355.0,163.0,65893.0,91405.0,34043.4,35016.8333333333,17832.4341874574,36511.0127436458,55.2338302962,7091.1740587943,73.0,65893.0,19613.5833333333,24413.9795681913,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
58910402.0,46.0,67.0,4999500.0,4999378.0,920081.078125,965340.852459016,1261472.83033728,1273166.81638,2.1558162173,695.5138415114,46.0,4974339.0,467542.873015873,996307.478283828,1429795.0,2922022.65,5264206.0,1149197.27767721,1136557.0,2473530.05,4974339.0,1137655.34818882,CHAT
57435930.0,44.0,15.0,4795101.0,4845768.0,333929.825581395,482220.87394958,901730.395418012,1066231.36785679,5.1013363934,2092.5229207571,15.0,4795101.0,196698.390410959,708383.881087294,1275989.0,3572974.4375,6490666.0,1718219.87685703,1031094.0,2815832.4375,4795101.0,1308649.30372816,CHAT
57213142.0,47.0,66.0,4997209.0,4997057.0,1270846.95555556,1429705.35,1538499.6480837,1563486.42640492,1.5206296483,491.0410269025,47.0,4971964.0,665269.093023256,1266706.79513346,1029741.0,2859405.65,5605216.0,1347525.10015255,1004480.0,2677820.0,4971964.0,1245687.02121226,CHAT
59664332.0,43.0,36.0,5563815.0,5591430.0,377304.810126582,523146.096491228,910638.703226412,1049956.86680948,4.592358463,1909.5160572652,36.0,5563815.0,218550.666666667,713600.078524786,1386212.0,2960343.05,5978503.0,1285216.69410534,1106128.0,2473665.25,5563815.0,1173587.0710248,CHAT
58854887.0,42.0,61.0,9302479.0,9302853.0,1634161.5,1730287.38235294,2307224.44957421,2339738.23093571,1.2233478589,383.5535356648,42.0,9277755.0,828942.070422535,1816006.14075075,1252422.0,4202129.57142857,9868856.0,2221758.85819073,1034526.0,3919945.5,9277755.0,2198605.01297262,CHAT
55895456.0,52.0,17.0,10881290.0,10931351.0,454021.967479675,607282.010869565,1406943.05276161,1609972.77337995,3.8822476017,1508.28002906,17.0,10881290.0,258775.259259259,1081402.97309453,1867624.0,4640950.0,11931283.0,2778504.88289461,1473805.0,3921631.25,10881290.0,2667233.58904024,CHAT
57611909.0,51.0,63.0,5707506.0,5683588.0,1371085.54761905,1404583.02439024,1961277.14797734,1969560.90305696,1.4753894026,473.6520707897,51.0,5683017.0,685856.05952381,1530129.40748139,2295815.0,4346012.30769231,5707506.0,1360597.20257521,1827868.0,4044147.23076923,5683017.0,1260222.86976852,CHAT
57922310.0,46.0,20.0,8223078.0,8273550.0,441769.770992366,609438.863157895,1269661.56927701,1469761.15377298,3.9363070982,1583.552175319,20.0,8223078.0,255164.36123348,984538.955218637,1700060.0,4439607.15384615,8594860.0,1998565.66967852,1396630.0,3711866.69230769,8223078.0,2072719.29563544,CHAT
31065829.0,39.0,17.0,5875969.0,5926332.0,301609.990291262,431108.166666667,904195.264697776,1070067.99367159,5.6975785195,2567.0649252592,17.0,5875969.0,176510.392045455,704213.318791487,1716830.0,3847813.125,6239649.0,1548205.99790217,1372730.0,3006779.875,5875969.0,1561062.88252935,CHAT
47523108.0,44.0,66.0,9912165.0,9912391.0,819352.74137931,880050.111111111,1740541.90575386,1787898.23445178,2.3988330056,858.5717920638,44.0,9887324.0,420558.477876106,1301596.07281108,1229656.0,3163880.13333333,10000016.0,2426598.13884171,1175221.0,2850806.4,9887324.0,2473403.19451388,CHAT
54911293.0,49719.0,107.0,6635086.0,6685072.0,1335800.56097561,1334573.02439024,1874252.53428278,1921462.79483528,1.5297399753,221.4298614312,28.0,6491238.0,661581.843373494,1430250.42735064,1138797.0,4412004.08333333,7607881.0,2211327.33025743,1088898.0,3668008.25,6491238.0,1862021.56465218,CHAT
59968014.0,12.0,67.0,4298644.0,4493767.0,405189.283783784,371268.434782609,592415.926917899,606563.23916115,5.1860980422,1521.3110108999,12.0,4298644.0,193445.206451613,436750.523111943,1080822.0,4430142.0,22973974.0,5901445.01008994,1030313.0,1866140.92307692,4298644.0,1034809.02475811,CHAT
59541025.0,238.0,72.0,2252755.0,2304396.0,439608.133333333,376841.930379747,486059.50029091,540817.531564069,4.9545670401,1553.3155500766,29.0,2110195.0,202520.493197279,381430.982176082,2477757.0,3286151.44444444,10056883.0,2156318.04600145,1239568.0,1517919.88888889,2110195.0,247180.760762452,CHAT
59639785.0,42018.0,75.0,1889565.0,1674391.0,527342.681415929,445072.708955224,504019.65174621,573409.965206321,4.1750653528,1259.2936074468,28.0,1645682.0,240483.004032258,409486.938838938,1503475.0,2440744.125,3857124.0,472733.142028429,1053904.0,1380085.41666667,1645682.0,121113.64358551,CHAT
58694892.0,4415.0,73.0,1901367.0,1631834.0,617309.157894737,533589.563636364,734464.001402496,628599.669561674,3.5267123415,751.172691484,31.0,1631834.0,284926.660194175,521924.348996201,1806467.0,2002951.44827586,2196436.0,52348.2168239666,1390988.0,1556936.13793103,1631834.0,87210.6230465009,CHAT
58699966.0,17454.0,100.0,1851373.0,1605459.0,658983.595505618,564422.317307692,708031.218348797,602746.883224033,3.3219780741,618.9100688747,31.0,1605459.0,302577.144329897,514276.466726093,1810304.0,2003146.17241379,2197908.0,52006.5112575675,1389540.0,1508979.5862069,1605459.0,99990.4763097171,CHAT
58705379.0,4349.0,78.0,2005159.0,1766379.0,575053.529411765,501755.025641026,698669.291574556,597484.670418918,3.764561336,804.0830466319,30.0,1766379.0,266842.631818182,493529.76324478,1803148.0,2002667.13793103,2202811.0,56585.9578935472,1369326.0,1511139.37931035,1766379.0,111277.524213407,CHAT
59232264.0,28642.0,95.0,1854592.0,1609670.0,563638.485714286,493601.866666667,580008.75793727,518536.891065952,3.8323708174,817.9157224178,35.0,1609670.0,262089.663716814,426311.931296131,1958447.0,2351339.73913043,4012552.0,776241.493506646,1056366.0,1381687.34782609,1609670.0,195506.121272016,CHAT
59235381.0,16.0,92.0,1819225.0,1574854.0,558438.566037736,497775.966386555,643646.325471972,560974.99366485,3.8321691558,853.6114590029,16.0,1574854.0,262103.455752212,460961.632495466,1807442.0,2170119.22222222,4519383.0,560217.984646075,1058018.0,1448318.62962963,1574854.0,147233.128237721,CHAT
58724430.0,248.0,107.0,1818275.0,1559541.0,543273.212962963,493482.25210084,659214.811523181,566422.829651132,3.8995695659,902.537495894,35.0,1559541.0,257563.289473684,466828.428937878,1804544.0,2002620.48275862,2199565.0,53142.7798180932,1335066.0,1455807.96551724,1559541.0,100961.709909883,CHAT
58746098.0,4751.0,81.0,1801896.0,1554557.0,559015.657142857,502102.965811966,643424.279203591,555535.834762359,3.8130192068,887.4461755741,31.0,1554557.0,263435.417040359,460952.821071868,1990335.0,2002705.34482759,2024746.0,5473.1691183697,1249069.0,1430199.34482759,1554557.0,104488.365045306,CHAT
58788403.0,150.0,76.0,2002091.0,2000546.0,559410.514285714,511203.173913043,648014.127330579,595783.09515569,3.7762549869,885.0895303279,29.0,1806821.0,266010.873303167,472097.568523911,1714014.0,2074651.92857143,4005469.0,394164.807342331,1236803.0,1466267.89285714,1806821.0,142242.275516846,CHAT
58989839.0,664.0,75.0,1852085.0,1998654.0,627551.478723404,502549.700854701,689782.580457843,737365.843395302,3.6107913432,888.0851497154,28.0,1801504.0,278253.95754717,536309.068135429,1817186.0,2009537.13793103,2190764.0,60361.5871633041,1110768.0,1592393.55172414,1801504.0,201564.449600952,CHAT
58784793.0,228.0,96.0,1757053.0,1513690.0,559370.533333333,498175.889830508,634318.783611215,549473.303579531,3.827520495,903.6180496544,36.0,1513651.0,262432.111607143,455236.824349106,1798722.0,2002959.44827586,2204136.0,54220.3502492285,1297242.0,1415768.86206897,1513651.0,101313.047168955,CHAT
58775963.0,45205.0,107.0,1767644.0,1809101.0,564666.375,554489.830188679,625958.50710576,554362.549205344,3.6069166574,734.7391313691,35.0,1613308.0,278559.066350711,459470.369457405,1970945.0,2074432.82142857,3702425.0,324204.776027328,1253840.0,1419534.5,1613308.0,107565.793944055,CHAT
12516450.0,39556.0,1011.0,1759778.0,1515634.0,557526.863636364,568929.545454545,638465.599935449,548521.450046372,3.6751634849,679.3459806894,40.0,1515634.0,278143.333333333,457510.325330354,1999434.0,2003117.33333333,2008035.0,2820.3915449218,1298161.0,1407830.16666667,1515634.0,109900.561412427,CHAT
59931081.0,98.0,20.0,5714745.0,5520188.0,1198621.62,1170322.15686275,1374669.17365879,1314128.89269674,1.7186407834,448.8489036265,20.0,5520188.0,587559.617647059,1056070.43832254,1124527.0,2986828.15,6965420.0,1397936.04807828,1074667.0,2437991.35,5520188.0,1122895.42771701,CHAT
59962996.0,106.0,19.0,5733010.0,5811499.0,559453.438095238,555212.925925926,840404.289699554,812465.179687303,3.5855446582,1201.0407218479,19.0,5537495.0,280200.91588785,597235.96699785,1351112.0,3025053.61111111,9114154.0,2425250.93444031,1250907.0,1855031.88888889,5537495.0,1039172.53914808,CHAT
46195725.0,73.0,174.0,12727529.0,12725281.0,1153621.625,1282015.80555556,2384013.03659074,2435162.97714549,1.6884679264,492.1451065007,20.0,12530621.0,599944.480519481,1741299.4300786,1321119.0,3833555.58333333,12725281.0,3364689.31091913,1174047.0,3283188.0,12530621.0,3393392.81928176,CHAT
53293963.0,113.0,18.0,15104603.0,15349577.0,729362.397260274,730832.333333333,1879582.94263924,1893066.76678256,2.7582861496,790.6711685149,18.0,15104603.0,365027.143835616,1345756.38846116,2053770.0,3540382.13333333,15298989.0,3328550.60520836,1022228.0,2655774.66666667,15104603.0,3504834.3988611,CHAT
59084686.0,99.0,19.0,11128159.0,11147612.0,619893.578947368,670458.090909091,1733125.32067376,1779058.6043472,3.1310989788,829.5381310819,19.0,10933569.0,321112.423913043,1248373.3863393,2263988.0,5704519.375,11147612.0,2992561.23919635,1535695.0,5410486.25,10933569.0,3081157.63603651,CHAT
58571697.0,73.0,23.0,2483722.0,1977089.0,287314.81773399,318324.440217391,464632.09201697,425369.825894145,6.6414329774,2728.160667771,19.0,1962195.0,150957.981958763,313204.83534476,2399153.0,4456194.38461539,11865097.0,3153370.98597731,1017928.0,1538272.92307692,1962195.0,286066.649860355,CHAT
59302097.0,52.0,21.0,2014195.0,2013553.0,338583.885714286,361289.884146341,476633.152725548,454784.219771923,5.7502182427,2311.4359682761,18.0,1818870.0,174417.932352941,333663.018791059,1342425.0,2886725.73684211,8171679.0,1924187.86238698,1010591.0,1333177.94736842,1818870.0,233493.485987172,CHAT
58903860.0,72.0,171.0,2001710.0,2003687.0,360949.650306748,395327.919463087,499275.819494967,481118.663224671,5.3307202618,2078.8450875715,19.0,1806956.0,188191.24600639,354235.513660445,1520930.0,2904790.1,7436645.0,1652867.5947152,1019863.0,1366978.9,1806956.0,209775.650650228,CHAT
58577185.0,73.0,173.0,2000870.0,2002619.0,383763.782894737,430714.595588235,637572.904187554,573869.078138338,4.9507329517,1887.5608310642,19.0,1806913.0,202689.221453287,436130.520505094,1676161.0,2074689.03571429,4042816.0,402702.748719475,1001108.0,1496727.78571429,1806913.0,159206.723030353,CHAT
58719741.0,116.0,496.0,1914554.0,1906513.0,393751.644295302,399118.782312925,583586.541843399,598017.97239919,5.0749542645,1796.1421185424,30.0,1856636.0,197709.565656566,441066.800100091,1678671.0,2002993.37931034,2331950.0,87330.0645453434,1045130.0,1517013.68965517,1856636.0,177155.160202979,CHAT
5311369.0,5.0,20.0,2389919.0,2527565.0,250466.095238095,211864.04,553000.969456059,541863.214420468,9.0372180882,4254.2704150286,5.0,2389919.0,113007.85106383,382034.423656428,2011340.0,2559875.0,3108410.0,775745.636435681,1183140.0,1786529.5,2389919.0,853321.614292935,CHAT
57185385.0,97.0,56.0,5017025.0,5017796.0,2198438.34615385,2198372.30769231,1528762.20645241,1527601.40695482,0.9442972186,301.4756305304,56.0,4991808.0,1078969.52830189,1515878.04699349,1118529.0,2721876.04761905,5017025.0,1248536.56920749,1093611.0,2678777.33333333,4991808.0,1233768.89823507,CHAT
59978627.0,42.0,18.0,26579098.0,26607106.0,673917.157303371,936350.9375,2966195.77563046,3476317.98458328,2.5842538876,1419.2388898799,18.0,26579098.0,389471.603896104,2272584.05317014,1516755.0,5445946.90909091,26642605.0,7206973.5920507,1403030.0,5022458.54545455,26579098.0,7308301.78420196,CHAT
59999433.0,46.0,40.0,6609001.0,6635318.0,441172.301470588,581273.823529412,1064687.86113584,1209486.47040901,4.0000378004,1931.4849191992,40.0,6609001.0,251043.652719665,827695.030705793,1179946.0,2800040.47619048,6703508.0,1450336.95968368,1005136.0,2563747.04761905,6609001.0,1387715.26012349,CHAT
54296372.0,398.0,115.0,5012533.0,5011155.0,3192368.47058824,3391923.5625,2399527.66219668,2334962.36356022,0.6446102881,178.7412241835,115.0,4987256.0,1596952.11764706,2310427.99066213,4047686.0,4933660.36363636,5115397.0,296714.340963753,3958565.0,4879483.90909091,4987256.0,305996.080380437,CHAT
58845845.0,45.0,17.0,4898244.0,4949151.0,448603.824427481,576681.078431373,1162378.35661534,1303692.21690792,3.9934850116,1926.6440986615,17.0,4898244.0,251477.97008547,893311.03004182,1143402.0,3673498.4375,5202692.0,1480061.39572782,1047150.0,3244140.5,4898244.0,1418201.33852969,CHAT
59003516.0,45.0,18.0,4786110.0,4812353.0,475834.806451613,614079.510416667,1101096.60907732,1237071.16502119,3.7624876457,1760.9120107351,18.0,4786110.0,266984.235294118,854918.92045511,1336380.0,3272043.88888889,5665129.0,1310990.49107533,1040394.0,2893182.94444444,4786110.0,1184663.8290352,CHAT
8477827.0,53.0,31.0,2975716.0,2950479.0,353242.791666667,443441.315789474,842830.118932196,937583.958678579,5.3079639393,2540.5094961244,31.0,2924755.0,192677.886363636,634412.383672196,2108590.0,2669068.0,3267361.0,580310.294823812,1999163.0,2470868.66666667,2924755.0,463053.219507038,CHAT
10304625.0,147.0,51.0,5006230.0,5008393.0,1713089.66666667,1468752.85714286,2541546.23689566,2400588.62416352,1.4556570472,693.4750172859,51.0,4982875.0,736044.642857143,1793658.62107417,4979250.0,4992740.0,5006230.0,19077.7409302045,4953732.0,4968303.5,4982875.0,20607.2128998562,CHAT
54973821.0,17.0,35.0,7936736.0,8119764.0,572643.96875,415481.0,1432413.89256632,1289208.50830042,4.1838095991,1353.5351672208,17.0,7936736.0,240060.35371179,963589.78021482,1680805.0,4857505.27272727,8387963.0,1955009.51442767,1251411.0,4123894.54545455,7936736.0,1883564.93131508,CHAT
56368371.0,18.0,35.0,10207894.0,10387609.0,558102.683168317,410497.795620438,1530561.20681401,1376895.97182218,4.2577068619,1374.9732097101,16.0,10207894.0,235850.924686192,1029527.89625389,1824227.0,4666919.16666667,10548976.0,2568600.2427014,1326674.0,4016774.16666667,10207894.0,2530629.16737835,CHAT
53649427.0,18.0,37.0,13576047.0,13706121.0,631169.729411765,461372.25862069,1981841.43369944,1754721.51677028,3.7838241963,1200.5160837971,17.0,13576047.0,265591.222772277,1318455.73341371,1623080.0,5601520.66666667,15251641.0,4417231.47197737,1271553.0,5014593.33333333,13576047.0,4107915.84579119,CHAT
56595164.0,17.0,37.0,9395923.0,9577796.0,483719.350427351,354824.201257862,1302989.61935963,1182565.33265008,4.9120804739,1551.1219297819,17.0,9395923.0,204314.671480144,877573.52330208,1478747.0,3741190.13333333,9746735.0,2394372.26401775,1137503.0,3160913.73333333,9395923.0,2281585.90924696,CHAT
58421955.0,18.0,36.0,9029810.0,9212905.0,641999.505494506,489849.731092437,1630121.03195565,1502672.51253459,3.628772779,1138.0995380932,18.0,9029810.0,276881.303317536,1113406.47207375,2253385.0,4763478.75,9513763.0,2316156.04347731,1901995.0,4286259.25,9029810.0,2238138.51293868,CHAT
59548168.0,18.0,39.0,18778864.0,18959587.0,589585.821782178,433707.635036496,2216619.53303476,1951206.40890889,4.0303506902,1287.1260791768,18.0,18778864.0,249155.514644351,1465938.56137278,1433803.0,5341396.72727273,19251509.0,5367307.9414795,1051382.0,4641195.27272727,18778864.0,5362126.35690334,CHAT
58651099.0,18.0,38.0,11432630.0,11617729.0,902324.6,649638.611111111,2475852.75270184,2183636.78998973,2.6768466862,842.1837074187,18.0,11432630.0,375968.583333333,1652100.52298235,3515396.0,8311186.85714286,11955168.0,2830933.79196241,3051811.0,7398429.0,11432630.0,3163435.22486323,CHAT
56926893.0,18.0,37.0,13017382.0,13196240.0,437899.176923077,319074.943820225,1340456.2940915,1195684.17177362,5.4455808786,1712.828416615,17.0,13017382.0,184229.427184466,893156.866150779,1483920.0,3535610.6875,13516517.0,2854138.11890535,1012239.0,2827572.4375,13017382.0,2894067.1312836,CHAT
47630681.0,18.0,40.0,5424706.0,5554829.0,326237.54109589,239645.898989899,859805.568755286,788777.917763444,7.2642253425,2285.354685565,13.0,5424706.0,138059.944927536,580639.472719516,1391308.0,4728934.1,6426620.0,1644442.33342958,1039345.0,3060190.8,5424706.0,1579776.55605717,CHAT
59939552.0,54.0,1476.0,9112818.0,9074556.0,410243.390410959,560095.317757009,1016652.41001887,1130678.91286267,4.2542860514,1412.0058821928,29.0,9063027.0,235982.488188976,776286.381710495,1207944.0,5355901.90909091,12035526.0,3140853.09837706,1012040.0,3085715.54545455,9063027.0,2191431.38100977,CHAT
59699971.0,17.0,36.0,6428157.0,6607327.0,552777.509259259,407678.890410959,1344303.64259868,1231665.80998254,4.2881092857,1350.3356643172,17.0,6428157.0,234117.533333333,913983.191963281,1391413.0,4233934.28571429,6920161.0,1925476.3065422,1023372.0,3570488.64285714,6428157.0,1879557.40624264,CHAT
54358379.0,19.0,40.0,12838169.0,13027378.0,705951.025974026,517219.60952381,1993964.26804399,1777336.41812003,3.3849427335,1051.7973687185,17.0,12838169.0,297040.322404372,1334825.52584974,1704210.0,4499582.58333333,12897608.0,3545792.73880522,1111724.0,4002594.5,12838169.0,3656909.64804554,CHAT
55850601.0,17.0,42.0,13152803.0,13335565.0,620562.233333333,449358.298387097,1875730.79181215,1661018.57234552,3.8674606205,1194.382850061,17.0,13152803.0,259770.237209302,1247753.73857502,2152728.0,5492556.8,13625198.0,3807376.81992953,1310557.0,4724043.5,13152803.0,3683037.47532594,CHAT
58736874.0,18.0,35.0,8635976.0,8815600.0,533971.581818182,393671.973154362,1429568.96063719,1292126.41543532,4.4435459742,1354.9239954445,18.0,8635976.0,225911.053846154,963911.75248198,2065797.0,4810200.25,8933691.0,2349279.83088728,1057005.0,3933492.83333333,8635976.0,2437086.52067745,CHAT
776492.0,160.0,62.0,366318.0,415730.0,110927.428571429,64681.7,121096.075571365,132438.810776524,24.4690222179,7150.1058607172,29.0,366164.0,43138.4444444444,88701.6020438402,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
48518233.0,249.0,70.0,13044900.0,13008150.0,1668841.03448276,1209923.85,3760945.30888331,3268731.06151707,1.4633673902,189.9285985951,28.0,12883752.0,693117.614285714,2497182.73705271,2003181.0,8027855.83333333,13211641.0,4681714.12876386,1124974.0,7596119.16666667,12883752.0,4843789.16141204,CHAT
47947183.0,8.0,61.0,16617823.0,16618823.0,869573.054545455,597831.5375,2807938.11507096,2355090.7406723,2.8573107204,486.139091842,8.0,16497670.0,352552.816176471,1803137.49491752,1588899.0,7753954.66666667,20047725.0,7087721.12904931,1113865.0,6714479.83333333,16497670.0,6055648.33191928,CHAT
405911.0,2515.0,115.0,172285.0,172041.0,78769.0,56834.6,86191.3319742768,80408.822401836,24.6359423617,5784.5192665387,37.0,169604.0,45101.2222222222,62803.015837772,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
59852463.0,190.0,47.0,15905535.0,15864796.0,1129291.75471698,694538.220930233,2999258.85488871,2403642.22293767,2.3557927766,319.5190146143,17.0,15743814.0,427517.592857143,1884560.73549413,1470960.0,4263021.57142857,16072495.0,4853812.96791369,1178620.0,3842492.85714286,15743814.0,4892616.62262774,CHAT
59487420.0,3.0,34.0,4714480.0,4932534.0,337506.228395062,277859.0,903161.511744195,858854.782102606,6.3374743769,1996.4893417802,3.0,4811411.0,158211.223404255,637541.092021418,1420909.0,4697090.08333333,10540185.0,2160014.65899516,1024802.0,3346586.16666667,4811411.0,1422676.0134292,CHAT
395498.0,2081.0,58.0,172864.0,163326.0,78057.6666666667,54563.4,86934.6049156107,76804.4713577927,25.2845779245,5297.1190751913,36.0,161325.0,43944.2222222222,60867.8337471398,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
59466041.0,1033.0,59.0,15981548.0,15979885.0,470984.825396825,296641.99,1478226.23800683,1194906.27299239,5.5157531002,769.4811901132,19.0,15857749.0,181853.336391437,924227.957341076,1404601.0,4990949.2,16148652.0,4774258.88889759,1026834.0,3032165.8,15857749.0,4534023.25642223,CHAT
59784795.0,3.0,33.0,15239883.0,15242285.0,265172.111111111,198059.10367893,1172549.6373839,1020432.24418897,8.7982236955,2925.2253854847,3.0,15118117.0,113875.8,763134.549676113,1503314.0,5883889.5,15699186.0,3990718.51651036,1119590.0,3679004.5,15118117.0,4355719.90847592,CHAT
1000204.0,188.0,69.0,182163.0,184645.0,84918.5,65272.0,73223.1686251012,82076.0853857566,24.9949010402,7945.3791426549,21.0,181671.0,41675.1666666667,66338.6223023286,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
58914174.0,3.0,45.0,9638317.0,9637647.0,408287.027777778,293964.575,1237434.38272333,1061642.61726749,5.8729500307,1662.1467017428,3.0,9517354.0,170765.72173913,800228.912301502,4699602.0,6393369.55555556,11111192.0,2364780.02160865,2404461.0,4598388.44444444,9517354.0,2107872.99155479,CHAT
40953743.0,1172.0,77.0,10757325.0,10756332.0,907375.444444445,544428.586666667,2098665.45760586,1676697.52044819,2.978970689,408.2899089346,28.0,10634875.0,338460.685950413,1314952.56237435,3158171.0,5809401.42857143,10959218.0,2710274.87364181,1511961.0,4611684.42857143,10634875.0,3392999.72455502,CHAT
