duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
119393475.0,43.0,15.0,5563815.0,5591430.0,375371.389937107,530523.24,947011.920381498,1104246.63123553,4.5647385672,1849.623691747,15.0,5563815.0,219473.299632353,744618.629054904,1275989.0,3298024.83333333,6490666.0,1527196.40244299,1031094.0,2702147.44444444,5563815.0,1272900.92191787,CHAT
119930159.0,42.0,61.0,9302479.0,9302853.0,1557205.09090909,1620338.41891892,2152239.17230002,2170294.72733358,1.2757424928,404.4437229505,42.0,9277755.0,789014.203947368,1703749.09516169,1252422.0,4279499.89285714,9868856.0,1790660.21221787,1034526.0,3997360.75,9277755.0,1745223.29800928,CHAT
112825334.0,46.0,17.0,10881290.0,10931351.0,444097.145669291,600002.696808511,1279936.68327528,1465980.80366302,3.9352863781,1535.3023461912,17.0,10881290.0,254684.726862302,989621.97886135,1700060.0,4325136.61538462,11931283.0,2198189.68168905,1396630.0,3618129.07692308,10881290.0,2144161.65106424,CHAT
33353287.0,39.0,17.0,5875969.0,5926332.0,285070.829059829,411447.382716049,870082.915746765,1033323.65494367,5.9964104887,2873.4499241409,17.0,5875969.0,167604.457286432,678028.94647469,1716830.0,3674440.33333333,6239649.0,1538781.07912087,1372730.0,2903808.88888889,5875969.0,1492558.16423875,CHAT
51220982.0,44.0,66.0,9912165.0,9912391.0,853672.216666667,914212.053571429,1733678.09082711,1777252.27337603,2.3037434151,823.0806664347,44.0,9887324.0,437786.170940171,1301712.91130923,1229656.0,3197254.75,10000016.0,2348114.52010694,1175221.0,2857841.625,9887324.0,2389700.20059188,CHAT
119982223.0,42.0,18.0,26579098.0,26607106.0,547864.03196347,731276.304878049,2064510.21276187,2366975.7109257,3.2088086916,1627.3660807235,18.0,26579098.0,312453.705729167,1578998.07450179,1179946.0,3633585.84848485,26642605.0,4394984.5271462,1005136.0,3339836.0,26579098.0,4406345.76261556,CHAT
115228833.0,97.0,56.0,5103658.0,5103311.0,3031679.81578947,3031608.63157895,1794424.95131951,1793753.39276577,0.6769139109,203.9159764813,56.0,5077441.0,1496478.35064935,1953812.81543254,1118529.0,3491025.24242424,5103658.0,1467231.73951913,1093611.0,3454326.66666667,5077441.0,1465517.9217267,CHAT
119695239.0,45.0,17.0,12800404.0,12850742.0,490554.258196721,643249.096774194,1355427.54212701,1536232.3641682,3.6091661089,1736.6939715957,17.0,12800404.0,277715.171693736,1045478.47116327,1143402.0,3809626.67741935,12870274.0,2205794.96643364,1040394.0,3405260.12903226,12800404.0,2153736.88888815,CHAT
116347274.0,398.0,115.0,15064977.0,14974139.0,4473980.34615385,4652867.16,3277241.72118603,3206620.98597081,0.4555328043,120.3981796772,115.0,14974139.0,2237447.57692308,3197296.93324452,4047686.0,5816174.45,15000247.0,2456446.71220155,3958565.0,5772886.8,14974139.0,2461485.54965715,CHAT
20205786.0,45.0,31.0,4786110.0,4812353.0,469902.0,575802.371428571,1068932.1235402,1175465.92560108,3.9592619659,1816.1134637376,31.0,4786110.0,255769.443037975,815532.645396125,1708406.0,2819309.0,5001083.0,1163693.66636406,1562198.0,2652170.42857143,4786110.0,1124751.72676053,CHAT
18589791.0,147.0,51.0,5006230.0,5008393.0,2320463.0,2062677.77777778,2466940.48368248,2427280.27874266,1.0220663589,440.6181866165,51.0,4982875.0,1032766.16666667,1963733.95294821,3291224.0,4567661.5,5006230.0,851029.803357869,3265533.0,4542552.75,4982875.0,851429.637423189,CHAT
5949505.0,66.0,10014.0,4704859.0,4752365.0,849929.285714286,1473676.0,1744674.54796916,2246169.02617419,2.1850557315,1282.6277144065,66.0,4704859.0,495792.083333333,1360685.64412946,1115860.0,2938667.0,4761474.0,2577838.38098842,1084195.0,2894527.0,4704859.0,2560196.06679781,CHAT
118947138.0,5.0,0.0,28912648.0,28908391.0,826021.791666667,560430.212264151,2915015.80016067,2441699.32621861,3.0097403436,1169.5951860565,0.0,28908340.0,333185.260504202,1890405.22592589,1683774.0,6207605.57894737,29905008.0,6458747.23433014,1299314.0,5351308.63157895,28908340.0,6508305.44372657,CHAT
117527390.0,5.0,0.0,20407734.0,20422190.0,870573.259259259,578039.192118227,2698600.99076812,2251981.50432899,2.8929426579,1115.1868513374,0.0,20367884.0,346688.466076696,1749140.07754098,1748428.0,6902062.64705882,21890282.0,5533468.38220012,1081607.0,5944027.41176471,20367884.0,5420558.81469782,CHAT
111834192.0,6.0,0.0,8928425.0,9111621.0,642646.229885057,454406.426829268,1463097.35209176,1289289.05822114,3.7734434564,1459.6698655452,0.0,8928425.0,265639.410926366,988649.994011595,1327541.0,4465627.28,9273650.0,2065776.58458074,1133116.0,3672358.68,8928425.0,2019233.15368474,CHAT
116416750.0,5.0,0.0,30082662.0,30267696.0,1067593.77981651,786599.081081081,3256839.30039876,2852595.43856291,2.2247657661,883.6099616249,0.0,30082662.0,451227.713178295,2175041.25766557,1329053.0,5515011.23809524,30431676.0,6104845.76714352,1117786.0,4987119.95238095,30082662.0,6098553.70485202,CHAT
119806954.0,5.0,0.0,19639336.0,19825067.0,826254.855172414,578121.265700483,2515559.01250277,2155579.37392699,2.954753361,1153.3971558946,0.0,19639336.0,339396.470254957,1653529.17147619,2008477.0,6036367.05263158,19986434.0,4979777.94290501,1527761.0,5346101.05263158,19639336.0,5029558.2201546,CHAT
3949283.0,11.0,0.0,1136219.0,1320348.0,187692.238095238,125619.387096774,292536.716507929,284423.499088967,13.6733680519,5526.572798151,0.0,1136219.0,74514.7735849057,199731.870018296,1480852.0,1480852.0,1480852.0,0.0,1136219.0,1136219.0,1136219.0,0.0,CHAT
113165909.0,89564.0,42596.0,16908319.0,16908418.0,6647065.05882353,6647025.58823529,5796438.26006929,5804377.67127338,0.3181170047,24.106199686,68.0,16741995.0,3233311.68571429,5120881.05433722,1215004.0,8071436.14285714,16908319.0,5416002.5959295,1047877.0,7900459.64285714,16741995.0,5429775.94513192,CHAT
0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
91353729.0,7.0,32.0,13028839.0,12844742.0,563562.913580247,742667.544715447,1799764.99432139,2005563.63664082,3.1416342074,1093.6608838376,7.0,12844742.0,319418.632867133,1360489.32158293,2177114.0,5353099.76470588,13037586.0,3284402.21011438,1983457.0,4609009.88235294,12844742.0,3466548.90472909,CHAT
119883409.0,9.0,37.0,20316741.0,20132081.0,548748.483253589,749271.30625,2114892.23502365,2390964.0937411,3.0946734256,1094.730297501,9.0,20132081.0,324009.213513513,1610405.0001026,1519394.0,5708733.76190476,20472718.0,4745105.27014134,1126593.0,5014858.38095238,20132081.0,4822025.44445214,CHAT
119832970.0,9.0,31.0,9893075.0,9707770.0,450305.266917293,587166.970588235,1442182.32326387,1592752.20898283,3.9388158367,1375.531291597,9.0,9707770.0,254422.441613588,1084373.49922117,1413927.0,4978839.54166667,12174663.0,2854096.28735232,1019544.0,4234028.08333333,9707770.0,2545037.65086408,CHAT
115814151.0,9.0,38.0,24225703.0,24043013.0,700788.63030303,919159.928571429,2451636.60605171,2731985.7395465,2.5299153641,874.4268219865,9.0,24043013.0,396623.804794521,1846932.80352871,1871689.0,5495763.42857143,24384944.0,4980017.00680914,1260110.0,5042974.28571429,24043013.0,5016503.83291501,CHAT
119801013.0,5.0,38.0,20181245.0,19995365.0,636523.962765958,861877.791366907,2393353.24706137,2718356.23696312,2.7462205182,956.6363182588,5.0,19995365.0,365246.990853659,1815466.05262445,2073526.0,6286433.15789474,20334306.0,5165223.71112673,1405938.0,5793605.52631579,19995365.0,5178775.41781574,CHAT
13889033.0,9.0,52.0,4089346.0,3954650.0,164755.797619048,224015.338709677,524584.238477753,570290.534915417,10.6558894345,3810.9204578893,9.0,3954650.0,94483.2176870748,383493.948933169,1739865.0,2338328.0,3954784.0,910910.751770584,1036917.0,1779896.2,3954650.0,1226043.38865452,CHAT
116813756.0,35.0,20.0,14818371.0,14846422.0,469131.550200803,624394.540106952,1537188.11579648,1755314.28662944,3.7495583996,1879.0680782493,20.0,14818371.0,267308.366132723,1179012.78196622,1164934.0,4464338.69230769,14847523.0,3198310.67669908,1017074.0,3814151.42307692,14818371.0,3167846.5751766,CHAT
115718688.0,97.0,53.0,5356181.0,5356140.0,2224856.84615385,2224871.88461538,2051387.36663292,2051593.90839076,0.9160145335,332.4182175311,53.0,5331364.0,1102082.74285714,1805404.88754435,1086209.0,3505835.03030303,5356181.0,1512151.57506891,1060192.0,3422465.42424242,5331364.0,1574366.08551935,CHAT
1707645.0,44.0,145.0,1574733.0,1625161.0,243949.285714286,413889.5,587416.300727804,807594.831262971,7.6128235084,4450.5737433717,44.0,1574733.0,142303.75,451379.540925096,1632938.0,1632938.0,1632938.0,0.0,1574733.0,1574733.0,1574733.0,0.0,CHAT
6686774.0,74.0,59.0,5011052.0,5013676.0,951420.428571429,832712.125,1843081.40462699,1739717.16049502,2.5423320722,1117.4297202209,59.0,4985975.0,417923.375,1254049.91790026,1242541.0,3126796.5,5011052.0,2664739.68307591,1214840.0,3100407.5,4985975.0,2666595.13126974,CHAT
14069426.0,47.0,17.0,4893161.0,4943355.0,264514.867924528,369559.157894737,905345.167261244,1069882.27848473,6.6100777672,3579.4637251015,17.0,4893161.0,152928.543478261,696167.67151102,1239141.0,3488072.75,5527883.0,2128559.26610057,1125362.0,3023624.25,4893161.0,1741823.26235679,CHAT
116560228.0,43.0,0.0,15574738.0,15549111.0,511229.070175439,693655.333333333,1590872.87374225,1830116.54233288,3.414543767,1285.1725032659,0.0,15523568.0,293602.589420655,1227621.68489458,1175219.0,4015877.17241379,15634855.0,3150386.47882432,1004875.0,3525647.10344828,15523568.0,3073185.23946335,CHAT
119796708.0,0.0,57.0,12481786.0,12480574.0,1535530.8974359,1641033.34246575,2164743.24155397,2197254.96365357,1.2771636429,397.1895454757,0.0,12456307.0,788136.236842105,1715981.64052705,1117372.0,3992380.33333333,12854759.0,2240447.62023851,1092761.0,3594236.9,12456307.0,2236044.57863075,CHAT
117722934.0,41.0,0.0,10189497.0,10241308.0,257486.89059081,187118.308426073,959530.584975157,831661.021611211,9.2420394483,6589.183378661,0.0,10189497.0,108300.76724931,632481.684461596,1143502.0,3349066.2,10328894.0,2101437.53433973,1034972.0,2948044.28571429,10189497.0,2011795.48345431,CHAT
119995111.0,1.0,73.0,14907196.0,14813585.0,2399400.86,2448365.12244898,3124834.08663088,3127720.00742986,0.841700959,267.5942355685,1.0,14813585.0,1199951.11,2491519.66482285,2133613.0,5216088.82608696,16005517.0,3035835.4444512,1340080.0,4997942.60869565,14813585.0,2876464.01708997,CHAT
118620289.0,36.0,0.0,9459268.0,9510270.0,529554.861607143,714271.656626506,1508684.1955523,1728238.87877186,3.3046623247,1309.4302948461,0.0,9459268.0,303376.698209719,1167659.33658356,1120001.0,4380852.7037037,9533430.0,2361845.44881719,1014378.0,3933343.59259259,9459268.0,2372044.9769365,CHAT
114097404.0,0.0,57.0,13497530.0,13497424.0,1443953.96202532,1521294.0,2243560.20513907,2276019.38479337,1.367252843,449.5194299075,0.0,13472710.0,736112.283870968,1743288.35361336,1029867.0,3767372.5,13770692.0,2661498.52117685,1005087.0,3410011.33333333,13472710.0,2604691.01462134,CHAT
113215639.0,45.0,0.0,14402911.0,14452955.0,411693.232727273,565826.1,1302992.97370274,1514584.46186894,4.2131988497,1747.5235908,0.0,14402911.0,237847.981092437,1008977.50500236,1437630.0,3864752.0,14470281.0,2587549.71783944,1109847.0,3370146.06896552,14402911.0,2507182.54212939,CHAT
117555478.0,1.0,69.0,4999839.0,4999778.0,963354.344262295,987648.941176471,1238810.17459502,1243337.0519298,2.0671091142,660.343535841,1.0,4974702.0,485766.438016529,989921.058881648,1031920.0,2924250.45,5264091.0,1269108.94318172,1006450.0,2486423.55,4974702.0,982511.608903073,CHAT
107212628.0,42.0,0.0,12953025.0,12927801.0,517935.400966184,700401.189542484,1741758.65544298,2004480.64477457,3.3764679288,1424.6362844496,0.0,12901373.0,296987.889196676,1338683.29995133,1274019.0,5311742.4,13010952.0,3455256.0145892,1066239.0,4789488.3,12901373.0,3358483.22045565,CHAT
116177862.0,1.0,67.0,9240222.0,9239507.0,1470288.50632911,1528331.31578947,1993031.59817113,2010074.43095845,1.35137622,435.3239001764,1.0,9214433.0,744729.884615385,1583134.06714636,1252688.0,4117697.78571429,9998382.0,1908951.12757519,1194087.0,3707070.32142857,9214433.0,1768793.31031389,CHAT
53358900.0,1.0,72.0,9702736.0,9701877.0,683766.923076923,711446.826666667,1522103.06197012,1543897.13145459,2.9048574839,1045.5238020274,1.0,9676479.0,346486.363636364,1126362.8607379,1331111.0,3555588.0,9998975.0,2468119.90316946,1102107.0,2970558.06666667,9676479.0,2339473.57248277,CHAT
62797138.0,41.0,0.0,9020907.0,9076019.0,371580.698224852,536297.700854701,1188878.74943733,1412946.74800223,4.586196269,2070.6994640425,0.0,9020907.0,218805.358885017,927405.486097944,1286430.0,3689940.17647059,9089383.0,2361102.57109115,1020595.0,3097578.0,9020907.0,2410856.66536403,CHAT
96165946.0,387.0,19899.0,29856235.0,29856127.0,2465793.48717949,2528589.36842105,4914593.33185139,4963837.81985865,0.8214966242,97.0925820248,43.0,29798331.0,1232896.74358974,3653471.9080303,1064430.0,4805362.75,29856127.0,6147034.10291728,1017645.0,4589204.6,29798331.0,6170873.99643921,CHAT
114471342.0,463.0,19845.0,19664666.0,19664026.0,4402743.92307692,4091203.64,5893987.57514948,5788819.810422,0.462997979,57.4292210185,38.0,19606594.0,2201371.96153846,4670609.38213179,1044909.0,8168212.57142857,19664026.0,5970712.63707181,1024523.0,7970906.0,19606594.0,6037494.34454367,CHAT
115026237.0,730.0,19891.0,18490343.0,18560849.0,3108275.78378378,3194614.80555556,3811611.63055963,3835277.00687874,0.6520251549,87.8408288711,53.0,18490343.0,1554408.60810811,3088811.84396804,1159061.0,5227554.72727273,19697880.0,3985548.90060552,1139014.0,5088811.72727273,18490343.0,3808071.15748138,CHAT
11374631.0,1563.0,19507.0,5353142.0,5274850.0,1620668.14285714,1622094.14285714,2281406.13527863,2268390.44934089,1.4066390373,188.2258861848,101.0,5274850.0,758308.733333333,1692391.68634822,1495887.0,3762550.33333333,5349767.0,2014778.79511197,1475880.0,3692139.33333333,5274850.0,1977139.65111239,CHAT
118703000.0,38.0,23.0,14499090.0,14475328.0,398332.214765101,559674.20754717,1310458.50471675,1535682.94767086,4.3132861006,2212.1766088473,23.0,14448709.0,232295.499021526,1015991.50399009,1134667.0,3670193.84375,14560934.0,2884494.92589371,1045129.0,3190492.25,14448709.0,2674423.28462647,CHAT
118114746.0,52.0,50.0,5043801.0,5043694.0,1686983.61428571,1640456.47222222,1914255.80386189,1906931.99272863,1.2191534493,440.0043327359,50.0,5017576.0,825977.244755245,1567139.56831781,1365515.0,3473201.55882353,5663800.0,1451466.65472546,1196401.0,3312898.88235294,5017576.0,1470376.77968375,CHAT
115802631.0,68.0,48.0,5033368.0,5012306.0,2270121.92156863,2184462.22641509,2224843.98006292,2222117.99723826,0.9153505329,321.5643692931,48.0,5007596.0,1102882.2,1903440.35619624,1187753.0,3976406.75862069,5614516.0,1510301.21972582,1138240.0,3881889.51724138,5007596.0,1544216.99394999,CHAT
118737684.0,38.0,26.0,14711285.0,14762534.0,438146.435424354,599423.601010101,1483952.19092807,1721419.88876352,3.9667271934,2013.3961851572,26.0,14711285.0,252633.370212766,1144323.73363497,1314649.0,4563496.57692308,16968804.0,3487816.57076056,1211170.0,3892931.57692308,14711285.0,3117849.20721485,CHAT
117014500.0,110.0,75.0,8727787.0,8726620.0,3655906.53125,3655893.40625,2381528.39184203,2389144.25731181,0.5640326626,171.3206482957,75.0,8701870.0,1800223.07692308,2459993.75447152,1046878.0,4499577.26923077,8727787.0,1800002.77631135,1022071.0,4460364.15384615,8701870.0,1796083.70713199,CHAT
119715724.0,39.0,20.0,8487614.0,8463338.0,407024.217687075,546529.091324201,1074636.55893,1227089.25296012,4.301857624,2092.9247356012,20.0,8437066.0,232909.968871595,833135.598834478,1239208.0,3377777.65714286,8546533.0,1714644.41851273,1070980.0,2887878.31428571,8437066.0,1569123.69025971,CHAT
118904752.0,145.0,95.0,15020126.0,14931148.0,4402940.96296296,4572233.15384615,2790325.68308654,2688705.42437793,0.4625551046,122.2659292877,95.0,14931148.0,2201939.85185185,2934921.76446514,2561895.0,5168669.82608696,15009806.0,2259275.34674333,2498301.0,5136628.21739131,14931148.0,2250983.83928796,CHAT
116885299.0,45.0,30.0,5767546.0,5818562.0,452847.589147287,596217.62244898,1097840.44980717,1244254.48350009,3.9012604998,1875.6507608369,30.0,5767546.0,256890.767032967,853912.951978138,1427308.0,3336371.34285714,6550065.0,1487387.21825108,1156343.0,2928573.8,5767546.0,1277311.99653172,CHAT
119321974.0,47.0,18.0,4918515.0,4953883.0,462488.271317829,608527.882653061,1116435.9519711,1265223.57424892,3.8215928275,1846.8182566272,18.0,4918515.0,262246.096703297,868432.313362936,1189318.0,3221764.75675676,5597637.0,1390019.57773293,1011338.0,2865593.75675676,4918515.0,1347211.35284436,CHAT
69405871.0,27.0,49.0,14956551.0,14865894.0,3855881.72222222,3850910.22222222,3569873.32893727,3557533.24370552,0.5475041153,181.7281422778,27.0,14865894.0,1875834.35135135,3112885.62158104,4140643.0,5778505.5,15001027.0,2932926.00210531,4050666.0,5662556.33333333,14865894.0,2914764.44422984,CHAT
1061110.0,69.0,20018.0,961125.0,989051.0,265277.5,504534.5,464808.256003125,685209.805492814,7.5392749102,4666.8111694358,69.0,961125.0,151587.142857143,357150.680521508,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,CHAT
62273994.0,46.0,18.0,14432173.0,14483847.0,493834.325396825,662167.659574468,1603420.09544536,1842949.73001129,3.564890988,1772.2004469474,18.0,14432173.0,281782.778280543,1231958.6038402,1471160.0,4144266.46666667,15486041.0,3443892.42870672,1076161.0,3668937.13333333,14432173.0,3236285.29285761,CHAT
3688495.0,20179.0,742.0,3578979.0,3581902.0,1218454.33333333,1211759.33333333,2044353.68628445,2052767.73897605,2.1689062883,298.7668412184,65.0,3525762.0,526927.857142857,1322553.66512931,3578979.0,3578979.0,3578979.0,0.0,3525762.0,3525762.0,3525762.0,0.0,CHAT
96254734.0,12427.0,34.0,29839736.0,29851357.0,2238482.18604651,2236515.62790698,4724669.36352435,4729757.86530619,0.9142407479,124.9600876774,26.0,29818677.0,1106376.25287356,3479131.42190769,1063779.0,4811271.55,29851357.0,6143764.45397783,1008952.0,4592880.25,29818677.0,6173005.93438989,CHAT
95617452.0,17395.0,147.0,24979527.0,24990674.0,3824698.08,3538405.59259259,6085844.14249979,5939231.40210446,0.56475046,82.6627339955,52.0,24972367.0,1804102.86792453,4550898.32003045,2073657.0,7810388.41666667,25051282.0,6950265.18073459,1550229.0,7689734.08333333,24972367.0,6993278.87088715,CHAT
119961390.0,26767.0,487.0,19660261.0,19664884.0,3867228.32258065,3869722.25806452,5488200.61227914,5493936.81358337,0.5335049886,73.3736079584,34.0,19644313.0,1904149.04761905,4268792.6480386,2185804.0,8501567.57142857,19664884.0,5435247.88639049,1084068.0,8210562.0,19644313.0,5628072.27890493,CHAT
2355848.0,713.0,76.0,1972638.0,2047794.0,261760.888888889,325615.714285714,642125.191845785,759805.420667733,7.6405608511,930.4505214258,44.0,1972638.0,138579.294117647,473258.505844225,2169338.0,2169338.0,2169338.0,0.0,1972638.0,1972638.0,1972638.0,0.0,CHAT
102376230.0,9327.0,124.0,24863978.0,24866201.0,2558367.225,2495622.70731707,4526046.7543371,4490653.50493986,0.81073507,117.3123878463,23.0,24844994.0,1248490.6097561,3380180.14496065,1495667.0,5681323.94444444,26015630.0,5674458.95982277,1425816.0,5492954.38888889,24844994.0,5471924.90143516,CHAT
119635206.0,109.0,61.0,13798288.0,13955659.0,2718981.63636364,2600763.0,3372627.47527467,3347999.11089632,0.7690044016,106.2061948554,10.0,13798288.0,1314672.59340659,2658708.48803304,1026809.0,5418878.22727273,14995271.0,3353156.85411103,1026695.0,5127838.45454545,13798288.0,3183689.97403344,CHAT
119987953.0,221.0,37560.0,16547439.0,16547446.0,1681227.74647887,1666499.34722222,2888306.46093991,2860532.05403831,1.2084546521,167.3167972121,21.0,16547405.0,833249.673611111,2156988.80860567,1366400.0,4599069.92307692,16746603.0,3537498.81793993,1366359.0,4045150.26923077,16547405.0,3656905.75059124,CHAT
106546823.0,102.0,89.0,16579706.0,16579751.0,1331833.8875,1299350.37804878,2469087.52592445,2450019.57247146,1.5392293771,213.9904255991,9.0,16579675.0,653661.490797546,1823915.35017699,1250661.0,4843032.31818182,17524452.0,3996905.04489319,1051436.0,4003922.36363636,16579675.0,3439242.95835608,CHAT
