duration,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
107756.0,52.0,15.0,41258.0,66470.0,13955.6666666667,16505.4,23645.8624252391,28752.6669989064,92.8022569509,7322.0980734252,13.0,65889.0,11972.8888888889,22188.8647351799,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
201707.0,956.0,44.0,75672.0,107954.0,44866.0,35328.2,39043.6457762335,50112.1927373968,49.5768614872,9786.4724575746,13.0,67109.0,22411.8888888889,28433.5286323402,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
10304625.0,147.0,51.0,5006230.0,5008393.0,1713089.66666667,1468752.85714286,2541546.23689566,2400588.62416352,1.4556570472,693.4750172859,51.0,4982875.0,736044.642857143,1793658.62107417,4979250.0,4992740.0,5006230.0,19077.7409302045,4953732.0,4968303.5,4982875.0,20607.2128998562,Non-VPN
776492.0,160.0,62.0,366318.0,415730.0,110927.428571429,64681.7,121096.075571365,132438.810776524,24.4690222179,7150.1058607172,29.0,366164.0,43138.4444444444,88701.6020438402,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
405911.0,2515.0,115.0,172285.0,172041.0,78769.0,56834.6,86191.3319742768,80408.822401836,24.6359423617,5784.5192665387,37.0,169604.0,45101.2222222222,62803.015837772,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
395498.0,2081.0,58.0,172864.0,163326.0,78057.6666666667,54563.4,86934.6049156107,76804.4713577927,25.2845779245,5297.1190751913,36.0,161325.0,43944.2222222222,60867.8337471398,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1000204.0,188.0,69.0,182163.0,184645.0,84918.5,65272.0,73223.1686251012,82076.0853857566,24.9949010402,7945.3791426549,21.0,181671.0,41675.1666666667,66338.6223023286,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1157804.0,129.0,51.0,130582.0,201704.0,58658.9411764706,43218.9583333333,51971.9345331817,76299.0873932426,37.1392740049,12527.1634922664,19.0,160602.0,27566.7619047619,47645.5668489374,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
443080.0,1511.0,117.0,171259.0,162822.0,93896.3333333333,64362.8,85865.3379474706,87840.1576583854,22.5692877133,4746.3212061027,37.0,161391.0,49231.1111111111,64414.3848937185,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
671988.0,9.0,75.0,150722.0,150715.0,50103.1818181818,39355.5,63984.8677396745,62146.4764150607,40.1792889159,12373.7328642773,9.0,150684.0,25845.6923076923,50783.5016809745,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
433174.0,1542.0,125.0,176731.0,162856.0,90592.0,62130.4,87630.770112444,83128.6097535018,23.0854114051,4780.9887019997,41.0,161398.0,48130.4444444444,62618.3633501609,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
189984.0,213.0,54.0,1749.0,167251.0,981.0,15832.0,1086.1155555465,48065.3865829001,84.2176183258,5942.605693111,27.0,165475.0,12665.6,42616.8841109785,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
421404.0,1014.0,134.0,172128.0,162531.0,86596.0,60024.6,85557.0109546845,82184.5466620702,23.7301971505,4570.4359711821,35.0,161616.0,46822.6666666667,62285.3613630442,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
11033178.0,1436.0,57.0,9927836.0,9929362.0,776614.857142857,574332.894736842,2634368.75331364,2266189.2178047,3.1722500987,610.5221904333,21.0,9807135.0,324505.235294118,1676297.84176262,10579273.0,10600000.0,10579273.0,0.0,9807135.0,9807135.0,9807135.0,0.0,Non-VPN
8451515.0,1733.0,93.0,6529748.0,6533646.0,679497.5,546255.533333333,1845879.98996359,1661467.10890128,3.4313374584,392.8289779998,39.0,6272214.0,301839.821428571,1175580.26977711,7867235.0,7867235.0,7867235.0,0.0,6272214.0,6272214.0,6272214.0,0.0,Non-VPN
416980.0,2013.0,126.0,172851.0,163587.0,85106.6666666667,59013.4,85513.8999568686,81214.2512620168,23.9819655619,5357.5711065279,40.0,161660.0,46331.1111111111,61897.8608554941,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
653977.0,151.0,45.0,147141.0,147110.0,66694.5,53300.7,67143.6921673,65932.1113343954,30.5821152732,3663.7374097254,18.0,147092.0,34419.8421052632,56923.4494755536,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
776862.0,6914.0,110.0,122941.0,145898.0,72841.6666666667,65611.6,45147.735329416,66052.598288031,27.0318280467,4316.0818781199,33.0,121287.0,38843.1,50205.8570628022,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
459221.0,1914.0,131.0,171050.0,175295.0,99486.6666666667,67668.0,87516.3452666605,92559.6097833715,21.7760076303,4283.3407008826,46.0,160761.0,51024.5555555556,66361.2070200112,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
310608.0,1442.0,118.0,181661.0,128864.0,91551.5,42546.0,127434.076994735,60696.5733217288,25.7559367434,3518.9048575697,35.0,140424.0,44372.5714285714,63090.847477684,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
417150.0,1266.0,69.0,182165.0,168759.0,83198.3333333333,57049.6,91644.6312330042,80080.8915600345,23.972192257,4880.7383435215,34.0,167555.0,46350.0,64209.933656133,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
465769.0,1759.0,73.0,173733.0,181458.0,102202.333333333,69416.0,89558.4774816619,93188.3055337417,21.4698702576,6041.6214904813,28.0,159162.0,51752.1111111111,66187.4717600401,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
570024.0,2619.0,84.0,240570.0,288900.0,137158.0,90298.4,121991.1357292,131011.338849162,17.5431209914,3322.6671157706,36.0,239235.0,63336.0,88595.431382634,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
520601.0,1758.0,113.0,188986.0,238783.0,120764.333333333,80409.2,103430.618154555,112135.211753267,19.2085685583,3601.6066046742,44.0,188793.0,57844.5555555556,76776.0379327611,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
546262.0,4030.0,123.0,219419.0,261807.0,128745.0,85452.2,111656.605673377,121371.747694634,18.3062340049,3626.4649563763,50.0,219025.0,60695.7777777778,83988.9292857663,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
486090.0,1756.0,71.0,172553.0,203728.0,109291.333333333,72819.0,93611.0141587695,100699.366578197,20.572321998,3976.6298422103,43.0,158216.0,54010.0,70441.5030796831,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
604143.0,10739.0,112.0,264404.0,312733.0,148023.666666667,97034.6,128118.017545673,141313.442501236,16.5523725343,4601.5595645402,43.0,263071.0,67127.0,94214.4305779375,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
287626.0,189.0,66.0,126957.0,160519.0,42923.3333333333,33848.2,72778.8269748375,70902.1312898985,34.7673715172,2736.192138402,39.0,158856.0,31958.4444444444,61371.1890478975,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
757795.0,1867.0,75.0,119973.0,138630.0,71022.0,63929.1,43910.647494372,63381.4081028499,27.7119801529,4429.9579701634,32.0,118714.0,37889.75,49078.3531340984,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
457954.0,1920.0,353.0,171425.0,174654.0,99708.0,84195.0,87708.3749507423,96618.8042584534,19.6526288667,5179.5595190783,47.0,158830.0,57244.25,67351.434012202,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
765908.0,1855.0,86.0,122599.0,151012.0,71717.8888888889,64623.3,47751.6932682613,66806.9019314455,27.4184366791,4632.4101589225,35.0,122534.0,38295.4,50940.6084964586,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
625164.0,18846.0,112.0,271617.0,324416.0,155232.666666667,101046.2,127567.098476971,146602.726205722,15.9958027014,3747.8165729313,44.0,271183.0,69462.6666666667,95602.5598395514,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
1707645.0,44.0,145.0,1574733.0,1625161.0,243949.285714286,413889.5,587416.300727804,807594.831262971,7.6128235084,4450.5737433717,44.0,1574733.0,142303.75,451379.540925096,1632938.0,1632938.0,1632938.0,0.0,1574733.0,1574733.0,1574733.0,0.0,Non-VPN
15717525.0,91.0,18.0,15554938.0,15555299.0,628701.0,356030.181818182,3109661.43797916,2344682.31929054,4.5172506486,3884.8991810097,2.0,15529519.0,224536.071428571,1855822.10764482,15666662.0,15700000.0,15666662.0,0.0,15529519.0,15500000.0,15529519.0,0.0,Non-VPN
2355848.0,713.0,76.0,1972638.0,2047794.0,261760.888888889,325615.714285714,642125.191845785,759805.420667733,7.6405608511,930.4505214258,44.0,1972638.0,138579.294117647,473258.505844225,2169338.0,2169338.0,2169338.0,0.0,1972638.0,1972638.0,1972638.0,0.0,Non-VPN
13468.0,86.0,-1.0,13382.0,-1.0,6734.0,0.0,9401.6917094744,0.0,222.7502227502,11211.7612117612,86.0,13382.0,6734.0,9401.6917094744,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
79183.0,66.0,1.0,77468.0,39837.0,11311.8571428571,13067.6666666667,29172.7187907274,19833.8121314755,189.4346008613,18337.2693633735,1.0,39837.0,5655.9285714286,13988.0379113688,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
4779994.0,6.0,33.0,4549295.0,4628460.0,64594.5135135135,81011.1694915254,528569.822260697,602275.595053651,28.2427132754,18373.6632305396,6.0,4549295.0,35671.5970149254,392902.09104662,4665845.0,4665845.0,4665845.0,0.0,4549295.0,4549295.0,4549295.0,0.0,Non-VPN
22711.0,22663.0,-1.0,22663.0,-1.0,22663.0,0.0,0.0,0.0,132.0945797191,6648.760512527,48.0,22663.0,11355.5,15991.2198252666,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
144588.0,3.0,-1.0,125894.0,-1.0,12044.75,0.0,36042.06227483,0.0,96.8268459347,4087.4761390987,3.0,125894.0,11122.1538461538,34667.6090833748,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
984917.0,5.0,813.0,867021.0,821363.0,7003.421875,246191.25,76619.9956970496,386404.599934555,136.0520734234,6117.2667341512,5.0,821363.0,7405.3909774436,71631.9518060937,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
466261.0,3.0,-1.0,464116.0,-1.0,25900.8333333333,0.0,109364.994648922,0.0,42.8944303727,1782.2635819852,3.0,464116.0,24540.0526315789,106449.055258045,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
21135.0,222.0,-1.0,20913.0,-1.0,10567.5,0.0,14630.7463753562,0.0,141.9446415898,7144.5469600189,222.0,20913.0,10567.5,14630.7463753562,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
27604.0,313.0,-1.0,27291.0,-1.0,13802.0,0.0,19076.3267166402,0.0,108.6799014636,5470.221706999,313.0,27291.0,13802.0,19076.3267166402,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
13998.0,319.0,-1.0,13679.0,-1.0,6999.0,0.0,9446.9465437251,0.0,214.3163309044,10787.2553221889,319.0,13679.0,6999.0,9446.9465437251,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
20881.0,228.0,-1.0,20653.0,-1.0,10440.5,0.0,14442.6559711156,0.0,143.6712801111,7231.454432259,228.0,20653.0,10440.5,14442.6559711156,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
99470.0,243.0,-1.0,83633.0,-1.0,24867.5,0.0,39660.5988272156,0.0,50.2664119835,2322.3082336383,243.0,83633.0,24867.5,39660.5988272156,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59967830.0,374.0,78.0,287592.0,193295.0,104912.625218914,49683.371996686,54873.1837873728,43213.3260701939,29.6825814774,1789.5761777607,78.0,157885.0,33708.7296233839,31608.6260180885,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59944117.0,56.0,43.0,618409.0,759861.0,99851.0933333333,46576.6254856255,57689.7545413802,47408.4560412978,31.5126837217,1906.2921554087,6.0,325896.0,31750.061970339,32922.3157885523,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
11264648.0,84.0,178.0,176826.0,223540.0,46869.3291666667,100236.081081081,39407.4554297493,54496.5778918332,31.3369756427,1896.5528261513,84.0,132339.0,32001.8409090909,29507.1582364541,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59974771.0,49.0,5.0,299237.0,229694.0,83795.525210084,38693.4006451613,44975.5048769077,40302.2125930438,37.7825536007,6624.2520542513,5.0,138727.0,26478.927593819,27780.2745781503,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59947467.0,48.0,5.0,395062.0,395542.0,78341.045751634,36947.3674475956,43727.5642882345,40047.1531291956,39.8515586989,7279.4401805167,5.0,193410.0,25103.6293969849,27068.4871156751,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59977699.0,5.0,42.0,540521.0,741536.0,49283.2366474938,101012.00676819,53718.741303487,51994.5156841447,30.1778832829,8042.7560250352,5.0,486520.0,33155.1680486457,37103.2020894692,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59908061.0,5.0,44.0,395597.0,337854.0,58403.8809756098,110881.799628943,56064.9578092485,52312.1690133362,26.1400548417,6852.0995863979,5.0,199455.0,38279.9111821086,38687.670178494,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
36727570.0,30.0,5.0,161356.0,159146.0,44464.3704600484,19505.3453964875,43421.5651843244,36150.8521434631,73.7048489731,20872.086010591,5.0,110478.0,13572.6422764228,24168.4962979908,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59953009.0,31.0,5.0,340148.0,159372.0,40696.2281059063,15973.9837463363,44068.4637188351,33015.686650516,87.2016281952,20224.7563587676,5.0,131980.0,11469.8697149417,21443.521492504,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59992992.0,5.0,30.0,169191.0,450725.0,15869.6882944915,63150.5178947368,34107.2544563737,47899.7558109691,78.8092049151,18128.5674166743,5.0,163078.0,12691.5574360059,24136.7671741113,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59932809.0,5.0,30.0,204910.0,355550.0,17582.196239718,32431.1737012987,39004.9598239586,50384.5864582797,87.6648381357,15933.0593031273,5.0,144244.0,11409.2535693889,25442.0943556178,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59960974.0,5.0,42.0,1691704.0,1692910.0,22130.6309567787,84960.4466571835,58714.7871082345,96614.6201114525,56.9036787161,11071.3178208213,5.0,1457638.0,17578.7082966872,42695.5316190713,13305153.0,13300000.0,13305153.0,0.0,1457638.0,1457638.0,1457638.0,0.0,Non-VPN
59990681.0,31.0,5.0,1432254.0,1598979.0,39608.5416666667,14039.4760121694,58589.6375704068,39100.0956640926,96.4649826196,18572.8846785387,5.0,1172130.0,10368.2476667819,25639.1704987365,8147072.0,8147072.0,8147072.0,0.0,1172130.0,1172130.0,1172130.0,0.0,Non-VPN
59997706.0,5.0,79.0,526827.0,568111.0,13745.0034387895,78260.3994778068,30125.5421297419,38035.7600210654,85.503269075,17899.9343741576,5.0,241076.0,11697.7395203743,21277.7937108948,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59998214.0,5.0,30.0,585020.0,242103.0,16910.8046301525,33556.048098434,36429.0348678797,47562.731306385,88.8693120099,15348.1901977949,5.0,242103.0,11254.5890076909,23615.1884709657,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59955001.0,5.0,41.0,250657.0,272940.0,25138.3651991614,93731.4043887147,54243.8443108981,80037.3328204535,50.4545067058,9899.0407822694,5.0,198136.0,19826.3892195767,38247.4124540774,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59995176.0,33.0,5.0,168242.0,147427.0,34681.2706766917,12190.9126193863,39497.0139691369,26449.8656613976,110.8755810634,21320.7475214341,5.0,102916.0,9020.4745151105,17462.7462633533,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59983245.0,5.0,30.0,169332.0,182926.0,16350.1492089471,32383.6027027027,35327.0362296448,46637.5295884966,91.9923555319,15646.1691927471,5.0,147206.0,10872.4388254486,23359.0418557429,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59988818.0,5.0,56.0,220690.0,262204.0,24686.7563786008,94337.2913385827,53276.2219137213,77885.956182348,51.1261948852,9916.1980487764,4.0,194433.0,19565.8245270711,37683.4424026053,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59995646.0,32.0,5.0,160602.0,152754.0,35626.8681710214,12409.2867494824,39866.2418507473,26849.5017419123,108.6078813119,21204.8387644663,5.0,110028.0,9208.8481964697,17588.0777631031,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59950995.0,5.0,67.0,155894.0,168311.0,13481.222172251,78521.8034076016,28999.9968392024,32546.5568477685,86.9376730111,18229.6890985713,5.0,115784.0,11504.7006332758,21087.334100234,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59983086.0,5.0,30.0,198366.0,212539.0,17323.9572254335,34404.9741676234,36380.6063913102,48491.6005872739,86.7577903544,15329.754791209,1.0,145447.0,11528.5577551413,24126.2219479912,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59977932.0,5.0,52.0,224561.0,289198.0,23487.977254902,91655.5978593272,52161.9733770224,78703.217723723,53.4529933443,10060.1501232153,5.0,193222.0,18713.8633385335,36547.6352911582,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59990234.0,31.0,5.0,171749.0,154739.0,35123.087822014,12532.2221757322,40190.6869570935,26914.1258655744,108.1842754606,21178.9472266436,2.0,117026.0,9244.9120049314,17649.1406162962,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59958516.0,5.0,115.0,152371.0,172335.0,13380.610577996,77634.335492228,28875.1254786639,32282.8034452027,87.6439303468,18261.4092717038,5.0,116117.0,11411.9748762847,21021.7534523195,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59949073.0,5.0,30.0,168908.0,231382.0,16982.7402266289,33581.8766816143,36020.9374070336,48665.0605226764,88.6752660879,15454.6009410354,0.0,143579.0,11279.2235183443,23982.5083365681,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59936899.0,6.0,38.0,236804.0,273962.0,23671.3235759494,90287.371040724,51450.0803790279,76051.5997701215,53.2726926697,10007.9251681005,6.0,203056.0,18777.2239974937,35831.9268438862,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59991327.0,34.0,5.0,190076.0,143186.0,36117.5960264901,12673.3037412809,39465.9810342495,26921.671743968,106.5820731053,21119.6361767427,5.0,106408.0,9383.908493665,17744.2995415968,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59994700.0,5.0,31.0,176034.0,216894.0,16839.6471910112,33316.9516129032,34405.4226724262,45625.7881087453,89.3412251416,15473.0001150102,0.0,141663.0,11195.1296883747,22345.3079088145,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59972070.0,6.0,49.0,226688.0,257461.0,24757.731928955,91875.8880368098,50723.9918228834,73588.0080365632,51.2738679855,9902.9765022285,6.0,179433.0,19509.4567338972,34569.4749681605,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59962268.0,32.0,5.0,170760.0,143222.0,34659.4953703704,12044.615029134,38348.295850153,25587.3712434435,111.8536743807,21316.7053654475,5.0,114534.0,8941.5848493886,17004.2327824339,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59978996.0,5.0,31.0,184299.0,192189.0,16535.8231724138,32675.5068194217,33120.5138333923,43803.6449832218,91.0318672223,15576.6361944438,5.0,137974.0,10987.1764059352,21397.7854889152,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59963228.0,5.0,54.0,248277.0,379978.0,24014.1081297557,87448.5923753666,49961.1480898974,74213.3617647481,53.04917874,9985.7199148785,5.0,185029.0,18856.3610062893,34301.2659839835,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59960823.0,31.0,5.0,344199.0,134962.0,34617.9428406467,11985.737704918,39015.7383752965,25545.8584004118,112.3400190821,21503.0070551233,5.0,123813.0,8902.8690423163,16825.4902521457,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59939629.0,5.0,30.0,222422.0,358968.0,16020.4745989305,31638.5575501584,33060.3962744617,45117.6408797462,94.0279426821,15840.271550563,5.0,125043.0,10637.0237799468,21205.0049235198,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59969686.0,5.0,45.0,239008.0,268008.0,24234.6285367825,87920.9149560117,50031.7523489494,72682.369603567,52.6599388898,9952.04477142,0.0,177769.0,18995.7827050998,33666.2341822097,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59981507.0,33.0,5.0,158495.0,135429.0,34792.057424594,11952.8330670927,37655.4494533468,25102.703727839,112.2679361824,21316.5367785774,5.0,110749.0,8908.5856230507,16531.6282235616,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59957833.0,5.0,31.0,175111.0,197506.0,16635.3197335554,33042.3381136238,33735.0848698943,44910.9575446412,90.3635059659,15611.6883010098,5.0,142428.0,11068.4572641684,21727.9873172556,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59954559.0,5.0,48.0,241275.0,261096.0,24020.2560096154,85094.3584637269,49407.782789862,71018.311038985,53.3904352461,10006.3950099274,5.0,195361.0,18735.7996875,33553.775985603,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59976788.0,33.0,6.0,178265.0,174775.0,34541.5034602076,12101.8539144471,39024.7944451121,25805.467240485,111.5764985614,21399.3787063088,1.0,110150.0,8963.8003287999,16893.0367308153,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59984896.0,5.0,31.0,188462.0,208648.0,17332.0086805556,34273.0451686678,34590.5830531071,45972.7704191356,86.8051850919,15377.6877432612,5.0,143717.0,11522.2620053784,22345.3993919232,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59956204.0,6.0,45.0,240387.0,297172.0,23871.9012345679,85518.365192582,49480.828937652,73003.6424926036,53.6057953235,10158.1814619218,6.0,176424.0,18660.5054466231,34005.9075624753,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
59973159.0,34.0,5.0,188922.0,137375.0,35216.1826189078,12257.0341653028,38704.9583067486,25866.9926303098,109.9325116424,21277.3017342642,5.0,114330.0,9097.869993932,17063.3831606649,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,Non-VPN
